Interactor A	Interaction	Interactor B	Interaction detection method(s)	Interaction identifier(s)	Interaction type(s)	Publication Identifier(s)	HostOrganism(s)	NumMethods	NumPublications	Throughput	Weight
P07602	interacts with	P56817	MI:0493(in vivo)	HPRD_18113	-	15606899	-	1	1	9	0.222222222
P07602	interacts with	P13569	MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	BIOGRID_262843|UniProt_87505	MI:0915(physical association)|MI:0914(association)	17110338|17110338	unspecified:32644|human-calu_3:9606	2	1	155	0.019354839
P07602	interacts with	Q9UBQ0	MI:0401(biochemical)	BIOGRID_302328	MI:0403(colocalization)	22863883	unspecified:32644	1	1	6987	2.86E-04
P07602	interacts with	Q96QK1	MI:0401(biochemical)	BIOGRID_302329	MI:0403(colocalization)	22863883	unspecified:32644	1	1	6987	2.86E-04
P49768	interacts with	P56817	MI:0493(in vivo)	HPRD_36795	-	12901838	-	1	1	1	2
P49768	interacts with	Q8NFT8	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	DIP_54441|DIP_54394	MI:0915(physical association)|-	18942891|18942891	-	1	1	15	0.133333333
Q9UJY5	interacts with	Q9Y5Z0	MI:0686(unspecified method)|MI:0686(unspecified method)	BIOGRID_110571|BIOGRID_110573	MI:0407(direct interaction)|MI:0407(direct interaction)	12135764|12135764	unspecified:32644|unspecified:32644	0	1	3	0.333333333
Q9UJY5	interacts with	Q9Y3C5	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0018(two hybrid)|MI:0047(far western blotting)|MI:0018(two hybrid)|MI:0096(pull down)|MI:0096(pull down)|MI:0047(far western blotting)|MI:0018(two hybrid)	MINT_47509|MINT_47508|BIOGRID_146535|BIOGRID_259426|UniProt_108985|HPRD_37706|MINT_79382|MINT_79383|UniProt_108992|UniProt_78536	MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	20676133|20676133|20676133|15231748|20676133|15231748|20676133|20676133|20676133|15231748	in vitro:-1|in vitro:-1|unspecified:32644|unspecified:32644|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|yeast:4932	3	2	7	0.714285714
Q9UJY5	interacts with	Q9UMZ2	MI:0096(pull down)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0493(in vivo)|MI:0114(x-ray crystallography)|MI:0096(pull down)|MI:0686(unspecified method)	MINT_85656|BIOGRID_102080|BIOGRID_259723|MINT_56596|HPRD_14237|BIOGRID_195637|UniProt_67468|BIOGRID_210702	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	10747088|10814529|10747088|10747088|10814529|12858163|10747088|17506864	in vitro:-1|unspecified:32644|unspecified:32644|in vitro:-1|unspecified:32644|in vitro:-1|unspecified:32644	5	4	2	4.5
Q9UJY5	interacts with	P0CG48	MI:0089(protein array)	innatedb:IDB-188301	MI:0915(physical association)	19285159	taxid:0	1	1	49	0.040816327
Q9UJY4	interacts with	Q9Y5Z0	MI:0686(unspecified method)|MI:0686(unspecified method)	BIOGRID_110572|BIOGRID_110574	MI:0407(direct interaction)|MI:0407(direct interaction)	12135764|12135764	unspecified:32644|unspecified:32644	0	1	3	0.333333333
Q9UJY4	interacts with	Q9UJY5	MI:0428(imaging technique)|MI:0428(imaging technique)|MI:0428(imaging technique)	BIOGRID_210738|BIOGRID_210742|BIOGRID_210740	MI:0403(colocalization)|MI:0407(direct interaction)|MI:0407(direct interaction)	14638859|14638859|14638859	unspecified:32644|unspecified:32644|unspecified:32644	1	1	3	0.666666667
Q9UJY4	interacts with	Q9UMZ2	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)	MINT_57133|MINT_86273|UniProt_67466|HPRD_14235|BIOGRID_259724	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	10747088|10747088|10747088|10814529|10747088	in vitro:-1|in vitro:-1|in vitro:-1|unspecified:32644	3	2	5	1
P46379	interacts with	Q13190	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0007(anti tag coimmunoprecipitation)|MI:0018(two hybrid)|MI:0492(in vitro)	BIOGRID_207902|MINT_34315|MINT_63271|UniProt_154946|BIOGRID_95414|HPRD_20652	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|-	20676083|16169070|16169070|16169070|16169070|16169070	unspecified:32644|yeast:4932|yeast:4932|chlae-cos_1:9534|unspecified:32644|-	4	2	11	0.545454545
P46379	interacts with	Q99816	MI:0686(unspecified method)	BIOGRID_192294	MI:0915(physical association)	19542561	unspecified:32644	0	1	31	0.032258065
Q07812	interacts with	Q9P2Y5	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	UniProt_115167|UniProt_115164|UniProt_115166|UniProt_115168|UniProt_115163|UniProt_115165	MI:0914(association)|MI:0914(association)|MI:0915(physical association)|MI:0914(association)|MI:0915(physical association)|MI:0915(physical association)	21597469|21597469|21597469|21597469|21597469|21597469	human-hl_60:9606|human-hl_60:9606|human-hl_60:9606|human-hl_60:9606|human-hl_60:9606|human-hl_60:9606	1	1	2	1
P56945	interacts with	P18031	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-117613|innatedb:IDB-117614|innatedb:IDB-117615	MI:0915(physical association)	9407132	taxid:9606	1	1	4	0.5
P56945	interacts with	Q13905	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0493(in vivo)|MI:0018(two hybrid)	BIOGRID_109209|BIOGRID_77698|HPRD_6791|BIOGRID_109210	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	9748234|9748234|9748234|9748234	unspecified:32644|unspecified:32644|unspecified:32644	2	1	1	3
P56945	interacts with	Q9H270	MI:0492(in vitro)|MI:0007(anti tag coimmunoprecipitation)|MI:0018(two hybrid)	HPRD_29189|UniProt_155106|BIOGRID_94190	MI:0915(physical association)|MI:0407(direct interaction)	16169070|16169070|16169070	chlae-cos_1:9534|unspecified:32644	3	1	4255	9.40E-04
P10415	interacts with	P28482	MI:0045(experimental interaction detection)|MI:0045(experimental interaction detection)|MI:0493(in vivo)|MI:0045(experimental interaction detection)|MI:0045(experimental interaction detection)|MI:0045(experimental interaction detection)|MI:0045(experimental interaction detection)	MINT_58906|MINT_56047|HPRD_36961|UniProt_77536|MINT_56048|UniProt_77534|MINT_58907	MI:0217(phosphorylation reaction)|MI:0217(phosphorylation reaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0217(phosphorylation reaction)|MI:0915(physical association)	15225643|15225643|15225643|15225643|15225643|15225643|15225643	in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1	2	1	5	0.6
P41182	interacts with	Q9Y2I7	MI:0004(affinity chromatography technology)	BIOGRID_146165	MI:0915(physical association)	16147992	unspecified:32644	1	1	61	0.032786885
P23560	interacts with	Q99523	MI:0493(in vivo)|MI:0114(x-ray crystallography)	HPRD_24457|DIP_54795	MI:0407(direct interaction)	15987945|19122660	-	2	2	1	4
Q14457	interacts with	A8K0Z3	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_289521|BIOGRID_289524|BIOGRID_289523|BIOGRID_289525	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)	23974797|23974797|23974797|23974797	unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644	1	1	6	0.333333333
Q92622	interacts with	Q14457	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649053	MI:0915(physical association)	22423967	taxid:9606	1	1	22	0.090909091
Q92622	interacts with	O88597	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649044|innatedb:IDB-649046|innatedb:IDB-649060	MI:0915(physical association)	22423966|22423967	taxid:10090	1	2	9	0.333333333
Q92622	interacts with	A2AIV8	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649043|innatedb:IDB-649046	MI:0915(physical association)	22423967	taxid:10090	1	1	22	0.090909091
Q92622	interacts with	Q61462	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649045|innatedb:IDB-649055|innatedb:IDB-649060	MI:0915(physical association)	22423966|22423967	taxid:10090	1	2	9	0.333333333
Q92622	interacts with	P04839	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649053|innatedb:IDB-649057	MI:0915(physical association)	22423966|22423967	taxid:9606	1	2	9	0.333333333
Q92622	interacts with	Q61093	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649060	MI:0915(physical association)	22423966	taxid:10090	1	1	9	0.222222222
Q92622	interacts with	Q99570	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649053	MI:0915(physical association)	22423967	taxid:9606	1	1	22	0.090909091
Q92622	interacts with	Q9P2Y5	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	BIOGRID_125708|UniProt_106872|innatedb:IDB-649053	MI:0914(association)|MI:0915(physical association)	20562859|22423967	human-293t:9606|taxid:9606|unspecified:32644	2	2	22	0.181818182
Q92622	interacts with	Q8K245	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649046|innatedb:IDB-649060	MI:0915(physical association)	22423966|22423967	taxid:10090	1	2	9	0.333333333
Q92622	interacts with	P31946	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649053	MI:0915(physical association)	22423967	taxid:9606	1	1	22	0.090909091
Q92622	interacts with	Q9CQV8	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-649042|innatedb:IDB-649046	MI:0915(physical association)	22423967	taxid:10090	1	1	22	0.090909091
Q9P2Y5	interacts with	Q14457	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-187700	MI:0915(physical association)	18843052	taxid:9606	1	1	12	0.166666667
Q9P2Y5	interacts with	Q9Y371	MI:0007(anti tag coimmunoprecipitation)	MINT_42209|MINT_42210|MINT_72234|MINT_72236|UniProt_93814|UniProt_93815|innatedb:IDB-187841	MI:0915(physical association)	17891140|17891140	human:9606|taxid:9606	1	1	4	0.5
Q13190	interacts with	Q9NYM9	MI:0004(affinity chromatography technology)|MI:0401(biochemical)|MI:0401(biochemical)|MI:0493(in vivo)	BIOGRID_107328|BIOGRID_97161|BIOGRID_97167|HPRD_39202	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|-	12388752|11927603|11927603|12388752	unspecified:32644|unspecified:32644|unspecified:32644|-	3	2	21	0.238095238
Q13190	interacts with	Q9H9E3	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	MINT_44134|MINT_74427|MINT_44131|UniProt_101880|UniProt_101882|MINT_74430	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	19536132|19536132|19536132|19536132|19536132|19536132	human:9606|human:9606|human:9606|human-hela:9606|human-hela:9606|human:9606	1	1	5	0.4
Q13190	interacts with	Q8TBB1	MI:0096(pull down)	BIOGRID_200609	MI:0407(direct interaction)	22087225	unspecified:32644	1	1	37	0.054054054
Q13190	interacts with	Q9UNZ2	MI:0493(in vivo)|MI:0492(in vitro)|MI:0096(pull down)	HPRD_40549|HPRD_12147|BIOGRID_103663	MI:0407(direct interaction)	12473691|9506515|9506515	unspecified:32644	3	2	3	1.666666667
Q13190	interacts with	Q8WVM8	MI:0492(in vitro)	HPRD_12148	-	14565970	-	1	1	1	2
Q13190	interacts with	Q96IW7	MI:0401(biochemical)	BIOGRID_97165	MI:0915(physical association)	11927603	unspecified:32644	1	1	21	0.095238095
Q13190	interacts with	Q9BVK6	MI:0401(biochemical)	BIOGRID_259500	MI:0403(colocalization)	9472029	unspecified:32644	1	1	28	0.071428571
Q13190	interacts with	Q96JH7	MI:0493(in vivo)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0493(in vivo)	HPRD_12149|BIOGRID_211984|BIOGRID_211985|HPRD_40549	MI:0915(physical association)|MI:0915(physical association)|-	12473691|12473691|12473691|12473691	unspecified:32644|unspecified:32644|-	2	1	6	0.5
Q13190	interacts with	Q9UEU0	MI:0401(biochemical)	BIOGRID_97169	MI:0915(physical association)	11927603	unspecified:32644	1	1	21	0.095238095
P55957	interacts with	Q03135	MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	UniProt_112060|BIOGRID_282507|BIOGRID_282508|UniProt_112063|UniProt_112057	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0403(colocalization)|MI:0915(physical association)	21382479|21382479|21382479|21382479|21382479	human-beas_2b:9606|unspecified:32644|unspecified:32644|human-beas_2b:9606|human-beas_2b:9606	2	1	3	1
Q13490	interacts with	Q99816	MI:0018(two hybrid)	BIOGRID_143866	MI:0407(direct interaction)	21113135	unspecified:32644	1	1	35	0.057142857
Q02750	interacts with	Q9NR09	MI:0493(in vivo)|MI:0416(fluorescence microscopy)|MI:0416(fluorescence microscopy)	HPRD_33290|UniProt_94811|UniProt_94812	MI:0915(physical association)|MI:0915(physical association)	18329369|18329369|18329369	human-hela:9606|human-hela:9606	2	1	14	0.214285714
Q02750	interacts with	Q9Y297	MI:0416(fluorescence microscopy)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0416(fluorescence microscopy)|MI:0416(fluorescence microscopy)	UniProt_132034|BIOGRID_294163|BIOGRID_294164|UniProt_132030|UniProt_132032	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0403(colocalization)|MI:0915(physical association)	24211253|24211253|24211253|24211253|24211253	human:9606|unspecified:32644|unspecified:32644|human:9606|human:9606	2	1	2	1.5
Q02750	interacts with	Q15717	MI:0096(pull down)	BIOGRID_186861	MI:0915(physical association)	19322201	unspecified:32644	1	1	1456	0.001373626
Q02750	interacts with	Q09472	MI:0492(in vitro)	HPRD_26635	-	11278389	-	1	1	1	2
Q02750	interacts with	Q13322	MI:0018(two hybrid)|MI:0493(in vivo)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)	BIOGRID_108187|HPRD_1407|BIOGRID_108191|BIOGRID_108193|BIOGRID_108186	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)	9553107|9553107|9553107|9553107|9553107	unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644	2	1	2	1.5
Q02750	interacts with	Q14103	MI:0018(two hybrid)	BIOGRID_289950	MI:0407(direct interaction)	15231747	unspecified:32644	1	1	454	0.004405286
Q02750	interacts with	Q61097	MI:0007(anti tag coimmunoprecipitation)	innatedb:IDB-117593	MI:0915(physical association)	11741955	taxid:9606	1	1	1	2
Q02750	interacts with	Q6VAB6	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0492(in vitro)	BIOGRID_88060|HPRD_1425|innatedb:IDB-114383	MI:0915(physical association)	12975377	taxid:9606|unspecified:32644	3	1	8	0.5
Q02750	interacts with	Q9Y2Q5	MI:0492(in vitro)|MI:0018(two hybrid)	HPRD_40372|BIOGRID_101665	MI:0915(physical association)	11266467|11266467	unspecified:32644	2	1	5	0.6
Q02750	interacts with	Q9UHA4	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0492(in vitro)|MI:0018(two hybrid)|MI:0492(in vitro)	BIOGRID_101666|BIOGRID_105853|HPRD_1415|BIOGRID_105854|HPRD_40372	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|-	11266467|9733512|9733512|9733512|11266467	unspecified:32644|unspecified:32644|unspecified:32644|-	2	2	4	1
Q02750	interacts with	Q13233	MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0423(in-gel kinase assay)|MI:0415(enzymatic study)	BIOGRID_108164|BIOGRID_108166|BIOGRID_212387|MINT_51934|MINT_84393|UniProt_89066|innatedb:IDB-114935|innatedb:IDB-157075	MI:0217(phosphorylation reaction)|MI:0915(physical association)|MI:0915(physical association)	10969079|10969079|12456688|14500727|17110930	human-293:9606|human:9606|taxid:9606|unspecified:32644	4	4	2	4
Q02750	interacts with	Q9Y6R4	MI:0415(enzymatic study)|MI:0492(in vitro)	BIOGRID_109598|HPRD_1413	MI:0407(direct interaction)|-	9841871|9841871	unspecified:32644|-	2	1	7	0.428571429
Q02750	interacts with	Q16539	MI:0492(in vitro)	HPRD_25043	-	12697810	-	1	1	5	0.4
Q02750	interacts with	P27361	MI:0096(pull down)	innatedb:IDB-157228	MI:0915(physical association)	11134045	taxid:0	1	1	2	1
Q02750	interacts with	Q9UPT6	MI:0492(in vitro)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	HPRD_1424|BIOGRID_100939|BIOGRID_106815|BIOGRID_100933	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	10523642|11044439|10523642|11044439	unspecified:32644|unspecified:32644|unspecified:32644	3	2	2	2.5
Q02750	interacts with	Q13153	MI:0424(protein kinase assay)|MI:0492(in vitro)	HPRD_1414|innatedb:IDB-117294	MI:0217(phosphorylation reaction)	9351825	taxid:0	2	1	1	3
Q02750	interacts with	Q9NVD7	MI:0493(in vivo)	HPRD_1426	-	15353548	-	1	1	1	2
Q02750	interacts with	Q96S96	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	MINT_70377|MINT_70376|UniProt_99655|MINT_40815|MINT_40816|MINT_70375|MINT_40817|UniProt_99662|UniProt_99658|MINT_70380|MINT_40820|UniProt_99659|HPRD_1423|BIOGRID_85920|BIOGRID_85923	MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0915(physical association)|MI:0407(direct interaction)	19197339|19197339|19197339|19197339|19197339|19197339|19197339|19197339|19197339|19197339|19197339|19197339|15302887|15302887|15302887	cerae:9534|cerae:9534|chlae-cos_1:9534|cerae:9534|cerae:9534|cerae:9534|cerae:9534|chlae-cos_1:9534|chlae-cos_1:9534|cerae:9534|cerae:9534|chlae-cos_1:9534|unspecified:32644|unspecified:32644	3	2	3	1.666666667
